crh_Latn,eng
"İhtimallıq nazariyesi ve ihsaiyatta qullanılğan emiyetli bir standart sapma qavrayışını ifade eter.
","It defines an important concept of standard deviation used in probability theory and statistics.
"
"Cep hesaplayıcısınıñ çoqusınıñ kvadrat tamır anahtarı bar.
","Most pocket calculators have a square root key.
"
"N kesinlik sayılarınen kvadrat tamırı esaplamanıñ zorluğı, eki n raqamlı sayını artırmasınen eşdegerdir.
","The time complexity for computing a square root with n digits of precision is equivalent to that of multiplying two n-digit numbers.
"
"Hilbertniñ meseleleri, 1900 senesinde Alman riyaziyatçı David Hilbert tarafından derc etilgen riyaziyattaki yirgirmi üç meseledir.
","Hilbert's problems are twenty-three problems in mathematics published by German mathematician David Hilbert in 1900.
"
"5-nci kibi diger meseleler içün, ekspertler ananeviy olaraq tek bir telqin üzerinde anlaşğanlardır ve qabul etilgen telqin bir çeziliş berilgendir, ancaq yaqın bağlı çezilmegen meseleler bar.
","For other problems, such as the 5th, experts have traditionally agreed on a single interpretation, and a solution to the accepted interpretation has been given, but closely related unsolved problems exist.
"
"Tek çezilmegen olmaqnen birlikte, zemaneviy standartlarğa köre aslında çezilemez ola bilecek eki mesele bar.
","There are two problems that are not only unresolved but may in fact be unresolvable by modern standards.
"
"Diger yigirmi meseleniñ epsi emiyetli bir diqqat kördi ve yigirminci asırnıñ soñlarında bu meseleler üzerinde yapılğan çalışmalarnıñ alâ eñ büyük emiyetke saip olğan tüşüne etildi.
","The other twenty-one problems have all received significant attention, and late into the twentieth century work on these problems was still considered to be of the greatest importance.
"
"Hilbert, Kurt Gödel nazariyeti derc etkeninden soñ 12 yıl yaşadı, ancak Gödelniñ çalışmasına er angi bir resmiy cevap yazmağan kibi körüne.
","Hilbert lived for 12 years after Kurt Gödel published his theorem, but does not seem to have written any formal response to Gödel's work.
"
"Hilbert, er riyaziyat meselesiniñ bir çezilişi olması kerektir nazar noqtasını muzakere etkende, çezilişniñ baş meseleniñ imkânsız olğanınıñ bir isbat ola bilecegi ihtimaline izin berir.
","In discussing his opinion that every mathematical problem should have a solution, Hilbert allows for the possibility that the solution could be a proof that the original problem is impossible.
"
"Bulardan ilki Bernard Dwork tarafından isbat etildi; ℓ-adik kohomoloci yolunen ilk ekisiniñ tamamen farqlı bir isbatı Alexander Grothendieck tarafından berildi.
","The first of these was proved by Bernard Dwork; a completely different proof of the first two, via ℓ-adic cohomology, was given by Alexander Grothendieck.
"
"Bunıñnen birlikte, Weil farzları daa çoq Hilbertniñ birleşik mesele kibi edi ve Weil olarnı iç bir vaqıt tüm riyaziyatçılar içün bir programma olaraq tüşünmedi.
","However, the Weil conjectures were, in their scope, more like a single Hilbert problem, and Weil never intended them as a programme for all mathematics.
"
"Erdos adetince paraviy mukâfatlar teklif eterdi; mukâfatnıñ büyükligi, meseleniñ menimsegen zorluğına bağlı edı.
","Erdős often offered monetary rewards; the size of the reward depended on the perceived difficulty of the problem.
"
"Eñ azından ana kütleviy haber vastalarında, Hilbertniñ meseleleriniñ de-fakto 21-inci asır muqayesesi, Clay Mathematics Institute tarafından 2000 yılında saylanğan yedi Milenium Mukâfat Meselesiniñ cedvelidir.
","At least in the mainstream media, the de facto 21st century analogue of Hilbert's problems is the list of seven Millennium Prize Problems chosen during 2000 by the Clay Mathematics Institute.
"
"Riemann faraziyesi, Hilbert meseleleri cedvelinde, Smaleniñ cedvelinde, Milenium Mukâfatl Meseleleriniñ cedveli ve atta Weil farzlarında endeseviy şekilinde peyda olmasını sebebinden körümlidir.
","The Riemann hypothesis is noteworthy for its appearance on the list of Hilbert problems, Smale's list, the list of Millennium Prize Problems, and even the Weil conjectures, in its geometric guise.
"
"1931, 1936 3-nci eşit acimli er angi eki çoqhanelik berilgende, birincini soñlu sayıda çoqhanelikli parçağa bölmek, ekincini elde etmek içün yañıdan birleştirile bilecek er vaqıt mümkünmi?
","1931, 1936 3rd Given any two polyhedra of equal volume, is it always possible to cut the first into finitely many polyhedral pieces that can be reassembled to yield the second?
"
"— 12-nci Kronecker-Weber nazariyesi, ratsional sayılarnıñ er angi bir esas sayı alanına Abelian kenişlemeleri aqqındadır.
","— 12th Extend the Kronecker–Weber theorem on Abelian extensions of the rational numbers to any base number field.
"
"1959 15-nci Schubertniñ sayıviy diferentsial ve integral esabınıñ ciddiy temelidir.
","1959 15th Rigorous foundation of Schubert's enumerative calculus.
"
"1927 18. (a) Üç ölçevde tek anisoedral mozaikağa izin bergen bir çoqhanelik barmı?(b) Eñ toq kürre paketleme nedir?
","1927 18th (a) Is there a polyhedron that admits only an anisohedral tiling in three dimensions?(b) What is the densest sphere packing?
"
"Sayı, sayma, ölçemek ve işaretlemek içün qullanılğan riyaziy bir obyekttir.
","A number is a mathematical object used to count, measure, and label.
"
"Daa keniş bir sürette olaraq, ayrı sayılar, sayılar adı berilgen timsallarnen temsil etile bilir; meselâ, ""5"" beş sayısını temsil etken bir sayıdır.
","More universally, individual numbers can be represented by symbols, called numerals; for example, ""5"" is a numeral that represents the number five.
"
"Sayılarnen yapılğan esaplamalar, eñ bilingenleri qoşuv, çıqaruv, darp, bölme ve derece alma olğan arifmetik areketlernen yapılır.
","Calculations with numbers are done with arithmetical operations, the most familiar being addition, subtraction, multiplication, division, and exponentiation.
"
"Gilsdorf, Thomas E. Medeniy Riyaziyatqa Kiriş: Otomiler ve İnklardan Misalleri, John Wiley & Sons, 2012 s. fevralnıñ 24-ü.Restivo, S. Cemaatta ve Tarihte Riyaziyat, Springer İlim & Biznes Media, 1992 s. noyabrnıñ 30-u.
","Gilsdorf, Thomas E. Introduction to Cultural Mathematics: With Case Studies in the Otomies and Incas, John Wiley & Sons, Feb 24, 2012.Restivo, S. Mathematics in Society and History, Springer Science & Business Media, Nov 30, 1992.
"
"19-ncı asır boyunca riyaziyatçılar, sayılarınıñ belli hususiyetlerni paylaşqan ve qavrayışnıñ kenişletmesi olaraq körüle bilecek bir çoq farqlı mücerretlik azırlamağa başladılar.
","During the 19th century, mathematicians began to develop many different abstractions which share certain properties of numbers, and may be seen as extending the concept.
"
"Bir esap sistemasında, büyük sayılarnıñ kösterüvini sınırlağan (zemaneviy onarlama kösterüvinde olğan kibi) bir razrâd añlamı yoq.
","A tallying system has no concept of place value (as in modern decimal notation), which limits its representation of large numbers.
"
"Brahmaguptanıñ Brāhmasphuṭasiddhāntası sıfırnı bir sayı olaraq añğan ilk kitaptır, bu sebepten Brahmagupta adetince sıfır qavrayışını ifadelegen ilk kitap olaraq qabul etilir.
","Brahmagupta's Brāhmasphuṭasiddhānta is the first book that mentions zero as a number, hence Brahmagupta is usually considered the first to formulate the concept of zero.
"
"Beñzgen bir şekilde, Pāṇini (ME 5-nci asır) Ashtadhyayide boş (sıfır) operatorını qullandı, Sanskritçe içün cebren bir sarfnıñ erte bir misalidir (ayrıca bqz. Pingala).
","In a similar vein, Pāṇini (5th century BC) used the null (zero) operator in the Ashtadhyayi, an early example of an algebraic grammar for the Sanskrit language (also see Pingala).
"
"MS 130 senesine qadar, Hipparchus ve Babillilerden tesir altında Ptolemy, altmışerleme sayı sisteması içinde 0 (uzun bir üstteki çizginen kiçik bir daire) içün bir timsal qullana edi, aks alda elifbeli Yunan raqamlarını qullana edi.
","By 130 AD, Ptolemy, influenced by Hipparchus and the Babylonians, was using a symbol for 0 (a small circle with a long overbar) within a sexagesimal numeral system otherwise using alphabetic Greek numerals.
"
"Diophantusnıñ evelki añıluvı, 628 senesinde Brāhmasphuasiddhāntada bugün istimalda olğan kvadratik formulanıñ umumiy şekilini yaratmaq içün menfiy raqamlarnı qullanğan İnd riyaziyatçı Brahmagupta tarafından daa mufassalan muzakere etildi.
","Diophantus' previous reference was discussed more explicitly by Indian mathematician Brahmagupta, in Brāhmasphuṭasiddhānta in 628, who used negative numbers to produce the general form quadratic formula that remains in use today.
"
"Aynı vaqıtta, Çinliler, ait müsbet sayınıñ eñ sağ sıfır olmağan raqam içinden diagonal bir çizgi çizip menfiy saylarını köstere ediler.
","At the same time, the Chinese were indicating negative numbers by drawing a diagonal stroke through the right-most non-zero digit of the corresponding positive number's numeral.
"
"Klassik Yunan ve İnd riyaziyatçılar, sayı nazariyesi umumiy çalışmasınıñ bir parçası olaraq ratsional sayılar nazariyesi üzerinde çalışmalar yaptılar.
","Classical Greek and Indian mathematicians made studies of the theory of rational numbers, as part of the general study of number theory.
"
"Onarlama kesirler qavrayışı, onarlama yer degeri işaretlemesinen sıq bağlıdır; ekisi birlikte inkişaf etişken kibi körüne.
","The concept of decimal fractions is closely linked with decimal place-value notation; the two seem to have developed in tandem.
"
"Ancaq Pifagor, sayılarnıñ büs-bütünlığına inana edi ve irratsional sayılarnıñ bar olğanını qabul etmey edi.
","However, Pythagoras believed in the absoluteness of numbers, and could not accept the existence of irrational numbers.
"
"17-nci asırğa qadar riyaziyatçılar zemaneviy işaretlemesinen onarlama kesirlerini qullandılar.
","By the 17th  century, mathematicians generally used decimal fractions with modern notation.
"
"1872 senesinde Karl Weierstrass (talebesi Ernst Kossak tarafından), Eduard Heine, Georg Kantor ve Richard Dedekindniñ nazariyesi derc etildi.
","In 1872, the publication of the theories of Karl Weierstrass (by his pupil E. Kossak), Eduard Heine, Georg Cantor, and Richard Dedekind was brought about.
"
"Dedekind öz nazariyesini bütün ratsional sayılar sistemasında bir kesme (Schnitt) fikiri üzerinde qurıp olanı belli hususiyeterge saip olğan eki zümrelerge bölgende Weierstrass, Kantor ve Heine nazariyelerini soñsuz sıralarğa esasaslanıp quralar.
","Weierstrass, Cantor, and Heine base their theories on infinite series, while Dedekind founds his on the idea of a cut (Schnitt) in the system of real numbers, separating all rational numbers into two groups having certain characteristic properties.
"
"Böylece, daa geniş cebren sayılar taqımını (polinom musaviylemesiniñ bütün çezilişler) baqıp çıqmaq kerek.
","Hence it was necessary to consider the wider set of algebraic numbers (all solutions to polynomial equations).
"
